id,title,date_earliest,date_latest,thumb_vs,production_country,production_region,production_minting_place,x,y,width,height
20202,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21216/vs_thumb.jpg,Türkei,Ionien,Priene,1382,40,43,40
20203,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21217/vs_thumb.jpg,Türkei,Ionien,Priene,1425,40,39,40
20204,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21218/vs_thumb.jpg,Türkei,Ionien,Priene,1464,40,42,40
20205,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21219/vs_thumb.jpg,Türkei,Ionien,Priene,1506,40,41,40
20206,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21220/vs_thumb.jpg,Türkei,Ionien,Priene,1547,40,36,40
20207,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21221/vs_thumb.jpg,Türkei,Ionien,Priene,1583,40,35,40
20208,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21222/vs_thumb.jpg,Türkei,Ionien,Priene,1618,40,42,40
20209,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21223/vs_thumb.jpg,Türkei,Ionien,Priene,1660,40,38,40
20210,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21224/vs_thumb.jpg,Türkei,Ionien,Priene,1698,40,39,40
20211,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21225/vs_thumb.jpg,Türkei,Ionien,Priene,1737,40,40,40
20212,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21226/vs_thumb.jpg,Türkei,Ionien,Priene,1777,40,41,40
20213,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21227/vs_thumb.jpg,Türkei,Ionien,Priene,1818,40,41,40
20214,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21228/vs_thumb.jpg,Türkei,Ionien,Priene,1859,40,38,40
20215,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21229/vs_thumb.jpg,Türkei,Ionien,Priene,1897,40,42,40
20216,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21230/vs_thumb.jpg,Türkei,Ionien,Priene,1939,40,39,40
20217,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21231/vs_thumb.jpg,Türkei,Ionien,Priene,0,80,39,40
20218,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21232/vs_thumb.jpg,Türkei,Ionien,Priene,39,80,38,40
20219,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21233/vs_thumb.jpg,Türkei,Ionien,Priene,77,80,34,40
20220,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21234/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,111,80,41,40
20221,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21235/vs_thumb.jpg,Türkei,Ionien,Priene,152,80,38,40
20222,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21236/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,190,80,40,40
20225,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21239/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,230,80,40,40
20226,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21240/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,270,80,40,40
20227,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21241/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,310,80,40,40
20228,Populonia,-215,-211,http://ww2.smb.museum/mk_edit/images/n21/21242/vs_thumb.jpg,Italien,Etrurien,Populonia,350,80,39,40
20229,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21243/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,389,80,40,40
20231,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21245/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,429,80,40,40
20232,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21246/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,469,80,40,40
20233,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21247/vs_thumb.jpg,Türkei,Ionien,Priene,509,80,38,40
20234,Populonia,-211,-211,http://ww2.smb.museum/mk_edit/images/n21/21248/vs_thumb.jpg,Italien,Etrurien,Populonia,547,80,42,40
20235,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21249/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,589,80,39,40
20236,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21250/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,628,80,40,40
20238,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21252/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,668,80,40,40
20239,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21253/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,708,80,40,40
20240,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21254/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,748,80,40,40
20241,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21255/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,788,80,40,40
20242,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21256/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,828,80,39,40
20243,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21257/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,867,80,39,40
20244,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21258/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,906,80,40,40
20245,Lucca?,-325,-300,http://ww2.smb.museum/mk_edit/images/n21/21259/vs_thumb.jpg,Italien,Etrurien,Lucca?,946,80,38,40
20246,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21260/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,984,80,40,40
20247,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21261/vs_thumb.jpg,Türkei,Ionien,Priene,1024,80,38,40
20248,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21262/vs_thumb.jpg,Türkei,Ionien,Priene,1062,80,39,40
20249,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21263/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1101,80,40,40
20250,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21264/vs_thumb.jpg,Türkei,Ionien,Priene,1141,80,38,40
20251,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21265/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1179,80,40,40
20252,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21266/vs_thumb.jpg,Türkei,Ionien,Priene,1219,80,40,40
20253,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21267/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1259,80,40,40
20254,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21268/vs_thumb.jpg,Türkei,Ionien,Priene,1299,80,39,40
20255,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21269/vs_thumb.jpg,Italien,Etrurien,,1338,80,42,40
20256,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21270/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1380,80,40,40
20257,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21271/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1420,80,39,40
20258,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21272/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1459,80,40,40
20259,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21273/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1499,80,40,40
20260,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21274/vs_thumb.jpg,Türkei,Ionien,Priene,1539,80,40,40
20261,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21275/vs_thumb.jpg,Türkei,Ionien,Priene,1579,80,39,40
20262,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21276/vs_thumb.jpg,Italien,Etrurien,,1618,80,38,40
20263,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21277/vs_thumb.jpg,Türkei,Ionien,Priene,1656,80,36,40
20264,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21278/vs_thumb.jpg,Türkei,Ionien,Priene,1692,80,36,40
20265,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21279/vs_thumb.jpg,Türkei,Ionien,Priene,1728,80,38,40
20267,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21281/vs_thumb.jpg,Türkei,Ionien,Priene,1766,80,40,40
20268,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21282/vs_thumb.jpg,Türkei,Ionien,Priene,1806,80,41,40
20269,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21283/vs_thumb.jpg,Türkei,Ionien,Priene,1847,80,39,40
20270,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21284/vs_thumb.jpg,Türkei,Ionien,Priene,1886,80,41,40
20272,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21286/vs_thumb.jpg,Türkei,Ionien,Priene,1927,80,45,40
20275,Populonia,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21289/vs_thumb.jpg,Italien,Etrurien,Populonia,0,120,43,40
20276,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21290/vs_thumb.jpg,Türkei,Ionien,Priene,43,120,40,40
20278,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21292/vs_thumb.jpg,Türkei,Ionien,Priene,83,120,33,40
20280,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21294/vs_thumb.jpg,Türkei,Ionien,Priene,116,120,39,40
20281,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21295/vs_thumb.jpg,Türkei,Ionien,Priene,155,120,37,40
20282,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21296/vs_thumb.jpg,Türkei,Ionien,Priene,192,120,35,40
20283,Populonia,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21297/vs_thumb.jpg,Italien,Etrurien,Populonia,227,120,39,40
20284,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21298/vs_thumb.jpg,Türkei,Ionien,Priene,266,120,39,40
20285,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21299/vs_thumb.jpg,Türkei,Ionien,Priene,305,120,36,40
20286,Populonia,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21300/vs_thumb.jpg,Italien,Etrurien,Populonia,341,120,41,40
20287,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21301/vs_thumb.jpg,Türkei,Ionien,Priene,382,120,43,40
20288,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21302/vs_thumb.jpg,Türkei,Ionien,Priene,425,120,41,40
20289,Priene,-150,-125,http://ww2.smb.museum/mk_edit/images/n21/21303/vs_thumb.jpg,Türkei,Ionien,Priene,466,120,38,40
20292,Populonia,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21306/vs_thumb.jpg,Italien,Etrurien,Populonia,504,120,40,40
20297,Vetulonia,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21311/vs_thumb.jpg,Italien,Etrurien,Vetulonia,544,120,40,40
20307,Priene,-125,-90,http://ww2.smb.museum/mk_edit/images/n21/21321/vs_thumb.jpg,Türkei,Ionien,Priene,584,120,39,40
20349,Deutsche Demokratische Republik: 1956,1956,1956,http://ww2.smb.museum/mk_edit/images/n21/21363/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,623,120,41,40
20356,Bundesrepublik Deutschland: 1957,1883,1967,http://ww2.smb.museum/mk_edit/images/n21/21371/vs_thumb.jpg,Deutschland,Bayern,München,664,120,40,40
20367,Vetulonia,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21382/vs_thumb.jpg,Italien,Etrurien,Vetulonia,704,120,41,40
20370,Vetulonia,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21385/vs_thumb.jpg,Italien,Etrurien,Vetulonia,745,120,40,40
20379,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21394/vs_thumb.jpg,Italien,Etrurien,,785,120,40,40
20381,Cosa,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21396/vs_thumb.jpg,Italien,Etrurien,Cosa,825,120,40,40
20384,Cosa,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21399/vs_thumb.jpg,Italien,Etrurien,Cosa,865,120,39,40
20387,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21402/vs_thumb.jpg,Italien,Etrurien,,904,120,40,40
20393,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21408/vs_thumb.jpg,Italien,Etrurien,,944,120,40,40
20398,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21413/vs_thumb.jpg,Italien,Etrurien,,984,120,39,40
20399,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21414/vs_thumb.jpg,Italien,Etrurien,,1023,120,42,40
20404,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21419/vs_thumb.jpg,Italien,Etrurien,,1065,120,40,40
20405,Etrurien,-300,-200,http://ww2.smb.museum/mk_edit/images/n21/21420/vs_thumb.jpg,Italien,Etrurien,,1105,120,41,40
20409,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21424/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1146,120,40,40
20412,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21427/vs_thumb.jpg,Deutschland,Brandenburg,Berlin,1186,120,39,40
20414,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21429/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław),1225,120,40,40
20415,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21430/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław),1265,120,40,40
20418,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21433/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław),1305,120,39,40
20419,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n21/21434/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław),1344,120,40,40
